12564,BG
12591,BG
12615,BG
12716,BG
12756,BG
12795,BG
12796,BG
12815,BG
12829,BG
12962,BG
12982,BG
13124,BG
13147,BG
13172,BG
13236,BG
13306,BG
15362,BG
15534,BG
15669,BG
15941,BG
16045,BG
16127,BG
16154,BG
16193,BG
16226,BG
16328,BG
16344,BG
196738,BG
196779,BG
196781,BG
196801,BG
196807,BG
196876,BG
197050,BG
197053,BG
197055,BG
197069,BG
197086,BG
197102,BG
197168,BG
197184,BG
197214,BG
197216,BG
197232,BG
197236,BG
197304,BG
197484,BG
197516,BG
197604,BG
197705,BG
197719,BG
197741,BG
197769,BG
197814,BG
197897,BG
197929,BG
197997,BG
198003,BG
198127,BG
198202,BG
198228,BG
198259,BG
198280,BG
198283,BG
198388,BG
198576,BG
198652,BG
198744,BG
198765,BG
198771,BG
198790,BG
198866,BG
198868,BG
198938,BG
198940,BG
198941,BG
199048,BG
199129,BG
199132,BG
199169,BG
199173,BG
199209,BG
199221,BG
199230,BG
199282,BG
199304,BG
199364,BG
199443,BG
199512,BG
199759,BG
199790,BG
199818,BG
199847,BG
199871,BG
199898,BG
199921,BG
199967,BG
200009,BG
200024,BG
200033,BG
200068,BG
200074,BG
200097,BG
200137,BG
200422,BG
200533,BG
200617,BG
200628,BG
200872,BG
201114,BG
201133,BG
201210,BG
201212,BG
201215,BG
201233,BG
201305,BG
201326,BG
201360,BG
201406,BG
201583,BG
201613,BG
201630,BG
201642,BG
201670,BG
202043,BG
202129,BG
202160,BG
202209,BG
204232,BG
204281,BG
20657,BG
20665,BG
20682,BG
20750,BG
20818,BG
20911,BG
20956,BG
2111,BG
21230,BG
21249,BG
21337,BG
21415,BG
24693,BG
24750,BG
24770,BG
24950,BG
24964,BG
25076,BG
25104,BG
25166,BG
25206,BG
25212,BG
25224,BG
25332,BG
25374,BG
25407,BG
25554,BG
25556,BG
2591,BG
28820,BG
28873,BG
28909,BG
28949,BG
29030,BG
29080,BG
29084,BG
29122,BG
29210,BG
29244,BG
29343,BG
29366,BG
29580,BG
29582,BG
29622,BG
29667,BG
29687,BG
29694,BG
31011,BG
31014,BG
31029,BG
31083,BG
31140,BG
31250,BG
31287,BG
31291,BG
31293,BG
31298,BG
31369,BG
31420,BG
31435,BG
31440,BG
31460,BG
31490,BG
31522,BG
31527,BG
31534,BG
3187,BG
3245,BG
3264,BG
33825,BG
33853,BG
34074,BG
34224,BG
34272,BG
34295,BG
34340,BG
34368,BG
34376,BG
34395,BG
34491,BG
34524,BG
34569,BG
34577,BG
34589,BG
34653,BG
34669,BG
34674,BG
34753,BG
34754,BG
34770,BG
34841,BG
34909,BG
34917,BG
34991,BG
35122,BG
35141,BG
35183,BG
35194,BG
35293,BG
35319,BG
35428,BG
35448,BG
35464,BG
35480,BG
35489,BG
35503,BG
35621,BG
35654,BG
35756,BG
35773,BG
38924,BG
38932,BG
39135,BG
39163,BG
39177,BG
39184,BG
39246,BG
39251,BG
39357,BG
39388,BG
39396,BG
39401,BG
39483,BG
39505,BG
39553,BG
39601,BG
39635,BG
39683,BG
39833,BG
39881,BG
41017,BG
41019,BG
41059,BG
41093,BG
41234,BG
41280,BG
41292,BG
41313,BG
41339,BG
41352,BG
41624,BG
41703,BG
41730,BG
41764,BG
41782,BG
41799,BG
41803,BG
41870,BG
41889,BG
41901,BG
41922,BG
41946,BG
41989,BG
41990,BG
42049,BG
42081,BG
42100,BG
42191,BG
42248,BG
42295,BG
42398,BG
42410,BG
42431,BG
42446,BG
42459,BG
42555,BG
42625,BG
42721,BG
42734,BG
42735,BG
42794,BG
42815,BG
42844,BG
42855,BG
42942,BG
43063,BG
43068,BG
43147,BG
43202,BG
43205,BG
43548,BG
43561,BG
43650,BG
43651,BG
43713,BG
43718,BG
43732,BG
43778,BG
43943,BG
44017,BG
44028,BG
44077,BG
44100,BG
44101,BG
44129,BG
44179,BG
44201,BG
44247,BG
44309,BG
44313,BG
44317,BG
44396,BG
44525,BG
44529,BG
44564,BG
44586,BG
44718,BG
44781,BG
44796,BG
44805,BG
44814,BG
44851,BG
44886,BG
44967,BG
45007,BG
47174,BG
47366,BG
47374,BG
47402,BG
47410,BG
47453,BG
47557,BG
47624,BG
47647,BG
47748,BG
47771,BG
47849,BG
47872,BG
47874,BG
47928,BG
47982,BG
48030,BG
48064,BG
48115,BG
