15814,LU
15965,LU
197264,LU
197415,LU
197692,LU
198015,LU
198095,LU
198097,LU
198191,LU
198290,LU
198664,LU
200129,LU
201441,LU
201710,LU
201740,LU
201973,LU
21179,LU
21484,LU
24611,LU
25273,LU
25367,LU
2602,LU
29182,LU
29467,LU
3347,LU
34683,LU
34769,LU
39773,LU
41589,LU
42312,LU
42848,LU
43375,LU
44295,LU
44708,LU
47137,LU
47944,LU
48526,LU
48744,LU
48968,LU
49624,LU
50144,LU
50862,LU
51405,LU
51966,LU
52036,LU
5577,LU
56665,LU
57205,LU
59872,LU
60288,LU
60319,LU
60391,LU
60497,LU
6661,LU
6891,LU
8632,LU
9008,LU
