CC,Source,Target
IS,174,6677
IS,1103,6677
IS,1267,6677
IS,1764,6677
IS,3216,6677
IS,3252,6677
IS,3257,6677
IS,3267,6677
IS,3303,6677
IS,3333,6677
IS,3741,6677
IS,4739,6677
IS,5413,6677
IS,5580,6677
IS,6667,6677
IS,1850,6677
IS,6677,6730
IS,6677,6939
IS,6677,8283
IS,6677,8359
IS,6677,8419
IS,6677,8426
IS,6677,8447
IS,6677,8468
IS,6677,8492
IS,6677,8607
IS,6677,8657
IS,6677,8928
IS,6677,9002
IS,6677,9304
IS,10026,6677
IS,11666,6677
IS,12350,6677
IS,12637,6677
IS,12779,6677
IS,12859,6677
IS,12874,6677
IS,12989,6677
IS,13030,6677
IS,13237,6677
IS,14537,6677
IS,15435,6677
IS,19151,6677
IS,20080,6677
IS,20485,6677
IS,20562,6677
IS,20932,6677
IS,21268,6677
IS,24743,6677
IS,25091,6677
IS,25160,6677
IS,25220,6677
IS,25244,6677
IS,28917,6677
IS,29140,6677
IS,29208,6677
IS,29611,6677
IS,29636,6677
IS,30132,6677
IS,30844,6677
IS,31019,6677
IS,31133,6677
IS,31236,6677
IS,31500,6677
IS,33891,6677
IS,34288,6677
IS,36351,6677
IS,37100,6677
IS,39202,6677
IS,39418,6677
IS,39472,6677
IS,39532,6677
IS,39792,6677
IS,41095,6677
IS,41695,6677
IS,41811,6677
IS,42888,6677
IS,43892,6677
IS,44275,6677
IS,44644,6677
IS,44735,6677
IS,44953,6677
IS,47545,6677
IS,47828,6677
IS,48166,6677
IS,48685,6677
IS,50300,6677
IS,50304,6677
IS,50763,6677
IS,51185,6677
IS,51296,6677
IS,56730,6677
IS,57729,6677
IS,60300,6677
IS,62384,6677
IS,197403,6677
IS,197973,6677
IS,198815,6677
IS,200130,6677
IS,202018,6677
IS,202109,6677
IS,1273,12969
IS,12969,2603
IS,12969,1850
IS,12969,20963
IS,12969,31441
IS,12969,39472
IS,12969,39532
IS,12969,43571
IS,12969,48685
IS,12969,51017
IS,12969,57729
IS,12969,62384
IS,12969,198815
IS,15474,2603
IS,15474,25244
IS,15474,29348
IS,24743,2603
IS,174,25509
IS,25509,2603
IS,25509,34678
IS,29689,39418
IS,174,30818
IS,1103,30818
IS,1267,30818
IS,1764,30818
IS,30818,3252
IS,30818,3267
IS,30818,3333
IS,30818,3741
IS,30818,6777
IS,30818,6939
IS,30818,8283
IS,30818,8359
IS,30818,8419
IS,30818,8447
IS,30818,8468
IS,30818,8492
IS,30818,9002
IS,30818,9304
IS,10026,30818
IS,12637,30818
IS,12779,30818
IS,12859,30818
IS,12989,30818
IS,13237,30818
IS,14537,30818
IS,15435,30818
IS,19151,30818
IS,20080,30818
IS,20485,30818
IS,20562,30818
IS,20932,30818
IS,25091,30818
IS,25160,30818
IS,25220,30818
IS,25761,30818
IS,28917,30818
IS,29140,30818
IS,29208,30818
IS,29611,30818
IS,29636,30818
IS,30132,30818
IS,30818,30844
IS,30818,31019
IS,30818,31133
IS,30818,31500
IS,30818,33891
IS,30818,34288
IS,30818,36351
IS,30818,37100
IS,30818,39202
IS,30818,39792
IS,30818,41695
IS,30818,41811
IS,30818,44515
IS,30818,44953
IS,30818,47828
IS,30818,48166
IS,30818,50300
IS,30818,50304
IS,30818,50613
IS,30818,50763
IS,30818,51185
IS,30818,56730
IS,30818,60300
IS,200130,30818
IS,202018,30818
IS,202109,30818
IS,31410,44735
IS,286,35834
IS,1103,35834
IS,1267,35834
IS,1299,35834
IS,3257,35834
IS,3356,35834
IS,3549,35834
IS,35834,3741
IS,35834,6453
IS,35834,6461
IS,35834,6939
IS,35834,8359
IS,35834,8419
IS,35834,8422
IS,35834,8468
IS,35834,9002
IS,35834,9304
IS,12779,35834
IS,12859,35834
IS,13237,35834
IS,14537,35834
IS,19151,35834
IS,20485,35834
IS,25091,35834
IS,25160,35834
IS,29208,35834
IS,29611,35834
IS,29636,35834
IS,30844,35834
IS,31133,35834
IS,31500,35834
IS,33891,35834
IS,34288,35834
IS,35834,37100
IS,35834,39202
IS,35834,39792
IS,35834,41695
IS,35834,41811
IS,35834,42708
IS,35834,43531
IS,35834,50300
IS,35834,56730
IS,202109,35834
IS,35834,44735
IS,39418,44735
IS,2603,39472
IS,39532,44735
IS,43571,6453
IS,43571,56704
IS,43892,51296
IS,43892,44735
IS,2603,44515
IS,174,44735
IS,2603,44735
IS,3356,44735
IS,3549,44735
IS,11260,44735
IS,44735,44925
IS,44735,51969
IS,44735,57508
IS,44735,59396
IS,44735,60690
IS,44735,62384
IS,48685,56704
IS,50613,55293
IS,2603,51896
IS,51896,6453
IS,51896,56704
IS,39832,51969
IS,51969,56704
IS,174,56704
IS,3257,56704
IS,56704,6453
IS,56704,60259
IS,2603,60300
IS,10310,6677
IS,15169,6677
IS,6677,8001
IS,13414,6677
IS,22822,6677
IS,12969,15169
IS,25509,6775
IS,25509,56704
