CC,Source,Target
KE,12455,4558
KE,12455,5511
KE,12455,8966
KE,12455,13224
KE,12455,30994
KE,12455,36926
KE,12455,36991
KE,12455,37129
KE,12455,37274
KE,12455,37578
KE,12455,37100
KE,12556,3741
KE,12556,4558
KE,12556,37421
KE,12556,33770
KE,12556,37578
KE,1103,15399
KE,1267,15399
KE,15399,3356
KE,15399,3549
KE,15399,3741
KE,15399,4558
KE,15399,6453
KE,15399,6939
KE,15399,8359
KE,15399,8419
KE,15399,8422
KE,15399,8468
KE,15399,8966
KE,15399,9304
KE,15399,9505
KE,12779,15399
KE,12859,15399
KE,13237,15399
KE,14537,15399
KE,15399,19151
KE,15399,20485
KE,15399,20764
KE,15399,25091
KE,15399,25160
KE,15399,29208
KE,15399,29611
KE,15399,29636
KE,15399,30844
KE,15399,31133
KE,15399,31500
KE,15399,33891
KE,15399,34288
KE,15399,36351
KE,15399,36930
KE,15399,37027
KE,15399,37084
KE,15399,39202
KE,15399,39792
KE,15399,41695
KE,15399,41811
KE,15399,42708
KE,15399,43531
KE,15399,50300
KE,15399,56730
KE,15399,202109
KE,15399,16265
KE,15399,33763
KE,15399,37100
KE,25568,4558
KE,25568,30844
KE,25568,33770
KE,25568,36866
KE,15808,30994
KE,30844,30994
KE,30844,33770
KE,33770,4558
KE,15808,33770
KE,21280,33770
KE,33770,33771
KE,33770,36866
KE,33770,36914
KE,33770,36926
KE,33770,37156
KE,33770,37273
KE,33770,37578
KE,33770,37684
KE,33770,37685
KE,3356,33771
KE,33771,3549
KE,33771,4558
KE,33771,6453
KE,33771,8966
KE,22351,33771
KE,24757,33771
KE,33771,36866
KE,33771,36977
KE,33771,37052
KE,33771,37061
KE,33771,37075
KE,33771,37514
KE,33771,37100
KE,36866,4558
KE,36866,8966
KE,36866,36904
KE,36866,36967
KE,36866,37298
KE,36866,37307
KE,36866,37578
KE,36866,37619
KE,36866,37684
KE,36866,37685
KE,327766,36866
KE,327789,36866
KE,36866,37061
KE,36866,37219
KE,36866,37662
KE,36914,4558
KE,36914,36944
KE,36915,37027
KE,36915,37273
KE,36926,4558
KE,36926,9498
KE,30844,36948
KE,36952,37061
KE,36975,9129
KE,30844,37019
KE,37044,37273
KE,36886,37061
KE,37061,37166
KE,37061,37244
KE,37061,37274
KE,37061,37298
KE,37061,37330
KE,37061,37338
KE,37061,37499
KE,37061,37579
KE,37061,37601
KE,327793,37061
KE,37027,37071
KE,37109,4558
KE,30844,37109
KE,36994,37137
KE,37137,37261
KE,37156,4558
KE,30844,37156
KE,37156,37273
KE,37156,57731
KE,30844,37165
KE,15808,37166
KE,30844,37210
KE,37219,6762
KE,37244,9129
KE,15808,37247
KE,37100,37305
KE,37305,37662
KE,15808,37307
KE,30844,37330
KE,37338,9129
KE,30844,37346
KE,15808,37354
KE,37273,37354
KE,21280,37393
KE,37421,9129
KE,37470,9129
KE,37578,4558
KE,30844,37578
KE,37273,37578
KE,15808,37579
KE,30844,37601
KE,37684,4558
KE,37027,37684
KE,37685,4558
KE,327739,37027
KE,327740,37100
KE,15808,327753
KE,327766,4558
KE,30844,327780
KE,15808,327793
KE,15808,3741
KE,15808,4558
KE,15808,5511
KE,15808,6453
KE,15808,6762
KE,12556,15808
KE,13414,15399
KE,15169,15399
KE,15399,36914
KE,15399,22822
KE,15399,54888
KE,10310,15399
KE,15399,16509
KE,15169,15808
