CC,Source,Target
GI,1103,8301
GI,1267,8301
GI,1273,8301
GI,3356,8301
GI,3741,8301
GI,6939,8301
GI,8301,8359
GI,8301,8419
GI,8301,8422
GI,8301,8468
GI,12779,8301
GI,12798,8301
GI,12859,8301
GI,12874,8301
GI,13237,8301
GI,14537,8301
GI,15412,8301
GI,19151,8301
GI,20485,8301
GI,20764,8301
GI,25091,8301
GI,25160,8301
GI,29208,8301
GI,29611,8301
GI,29636,8301
GI,30844,8301
GI,31133,8301
GI,31500,8301
GI,33891,8301
GI,34288,8301
GI,36351,8301
GI,37100,8301
GI,39202,8301
GI,39792,8301
GI,39882,8301
GI,41695,8301
GI,41811,8301
GI,42708,8301
GI,43531,8301
GI,47448,8301
GI,47971,8301
GI,49061,8301
GI,50300,8301
GI,56730,8301
GI,56775,8301
GI,196775,8301
GI,197387,8301
GI,202109,8301
GI,8301,8928
GI,12956,8301
GI,12798,34803
GI,174,34803
GI,1267,34803
GI,1299,34803
GI,1764,34803
GI,2914,34803
GI,3267,34803
GI,34803,4589
GI,34803,6453
GI,34803,6939
GI,34803,8426
GI,34803,8447
GI,34803,8468
GI,34803,8607
GI,34803,8928
GI,34803,8943
GI,12859,34803
GI,12874,34803
GI,13030,34803
GI,14537,34803
GI,15435,34803
GI,19151,34803
GI,31500,34803
GI,33891,34803
GI,34803,34810
GI,34803,39326
GI,34803,39882
GI,34803,41692
GI,34803,42708
GI,34803,43531
GI,34803,44646
GI,34803,47448
GI,34803,47971
GI,34803,49061
GI,196775,34803
GI,199458,34803
GI,14537,39882
GI,41578,62300
GI,1273,44181
GI,44181,8928
GI,32787,49061
GI,174,196916
GI,16150,196916
GI,197206,286
GI,197206,8767
GI,174,202087
GI,16509,8301
GI,20940,8301
GI,10310,8301
GI,15169,8301
