CC,Source,Target
CR,174,3790
CR,1239,3790
CR,3356,3790
CR,3549,3790
CR,11830,3790
CR,13441,3790
CR,15084,3790
CR,16973,3790
CR,27973,3790
CR,28022,3790
CR,28050,3790
CR,28086,3790
CR,28108,3790
CR,28110,3790
CR,3790,52228
CR,3790,52263
CR,3790,52289
CR,3790,52342
CR,3790,52450
CR,3790,52463
CR,262145,3790
CR,262149,3790
CR,262152,3790
CR,262171,3790
CR,262252,3790
CR,263220,3790
CR,263696,3790
CR,263698,3790
CR,11830,174
CR,11830,1239
CR,11830,3356
CR,11830,3549
CR,11830,3573
CR,11830,4983
CR,11830,15084
CR,11830,19447
CR,11830,27973
CR,11830,52342
CR,11830,52385
CR,11830,52408
CR,11830,52423
CR,11830,52429
CR,11830,52450
CR,11830,52463
CR,11830,262152
CR,11830,23520
CR,16973,20299
CR,16973,23520
CR,27876,52408
CR,262145,27876
CR,27876,27908
CR,27908,2828
CR,27908,4436
CR,27908,32787
CR,28022,3549
CR,23520,28022
CR,263696,28022
CR,28022,52468
CR,20299,28050
CR,28050,52263
CR,20299,28086
CR,28108,3549
CR,25761,28110
CR,28110,28317
CR,28110,32421
CR,20299,28317
CR,28317,52263
CR,3549,52228
CR,52228,6762
CR,23520,52228
CR,263232,52228
CR,52228,52468
CR,23520,52263
CR,263246,52263
CR,20299,52325
CR,20299,52342
CR,20299,52356
CR,262242,52356
CR,262184,52385
CR,20299,52392
CR,20299,52395
CR,20299,52408
CR,20299,52423
CR,25761,52423
CR,32421,52423
CR,27750,52470
CR,263683,52470
CR,262242,52476
CR,263698,52476
CR,25761,61464
CR,20299,61479
CR,20299,262145
CR,20299,262149
CR,20299,262171
CR,262171,32421
CR,20299,262184
CR,262184,52468
CR,262184,57731
CR,262197,262206
CR,262202,3549
CR,12956,262202
CR,12222,262202
CR,262202,263232
CR,262241,3549
CR,23520,262241
CR,262242,52245
CR,262242,52468
CR,262242,263248
CR,262244,31863
CR,20299,263248
CR,263248,263698
CR,23520,263698
CR,263713,52468
CR,2828,3790
CR,20299,3790
