CC,Source,Target
EG,2561,6879
EG,2561,8452
EG,24863,2561
EG,6127,8452
EG,24863,6127
EG,6879,8452
EG,20388,6879
EG,20965,6879
EG,8452,8524
EG,24835,8524
EG,24863,8524
EG,15475,36870
EG,15475,36992
EG,15804,20928
EG,20484,8452
EG,20484,20928
EG,20928,3491
EG,20928,8452
EG,15412,20928
EG,20928,25576
EG,20928,30995
EG,20928,31619
EG,20928,33778
EG,20928,33785
EG,20928,36870
EG,20928,36893
EG,20928,37031
EG,20928,37191
EG,20928,37252
EG,20928,37270
EG,20928,37437
EG,20928,45246
EG,1273,24835
EG,24835,3209
EG,24835,8452
EG,15412,24835
EG,24835,25364
EG,24835,30995
EG,24835,31065
EG,24835,31619
EG,24835,34778
EG,24835,36893
EG,24835,36929
EG,24835,36935
EG,24835,37091
EG,24835,37112
EG,24835,37132
EG,24835,37191
EG,24835,37348
EG,24835,37437
EG,24835,37664
EG,24863,4
EG,24863,3356
EG,24863,3491
EG,24863,3549
EG,24863,6453
EG,24863,6762
EG,24863,8452
EG,24863,9498
EG,15412,24863
EG,24863,31065
EG,24863,31619
EG,24863,33778
EG,24863,36906
EG,24863,36971
EG,24863,36978
EG,24863,37066
EG,24863,37069
EG,24863,37193
EG,24863,37339
EG,24863,37437
EG,24863,37585
EG,25364,36992
EG,25576,36992
EG,30995,8452
EG,31065,8452
EG,31065,36992
EG,31619,8452
EG,31619,36992
EG,33777,36992
EG,33778,8452
EG,15412,33782
EG,36870,8452
EG,36885,8452
EG,26415,36885
EG,36906,8452
EG,36929,8452
EG,36971,8452
EG,33078,36971
EG,36978,8452
EG,36990,8452
EG,36992,6453
EG,36992,6762
EG,36992,8452
EG,36992,613
EG,36992,37279
EG,36992,37348
EG,36992,37444
EG,37003,8452
EG,37031,8452
EG,37112,8452
EG,37132,8452
EG,37191,8452
EG,37193,8452
EG,37250,8452
EG,37252,8452
EG,37279,8452
EG,37562,8452
EG,37583,8452
EG,37664,8452
EG,174,8452
EG,553,8452
EG,1267,8452
EG,1764,8452
EG,3252,8452
EG,3257,8452
EG,3356,8452
EG,3549,8452
EG,6453,8452
EG,6762,8452
EG,6939,8452
EG,8426,8452
EG,72,8452
EG,3328,8452
EG,8452,8468
EG,8452,8492
EG,8452,8596
EG,8452,9002
EG,8452,9189
EG,8452,9304
EG,12257,8452
EG,12779,8452
EG,12859,8452
EG,13237,8452
EG,15706,8452
EG,19460,8452
EG,20640,8452
EG,24989,8452
EG,25091,8452
EG,25220,8452
EG,28917,8452
EG,29076,8452
EG,29140,8452
EG,29208,8452
EG,30844,8452
EG,31019,8452
EG,31025,8452
EG,31133,8452
EG,34288,8452
EG,34778,8452
EG,36351,8452
EG,36408,8452
EG,39792,8452
EG,39912,8452
EG,42708,8452
EG,45246,8452
EG,48166,8452
EG,8452,8697
EG,12713,8452
EG,15412,8452
EG,16265,8452
EG,174,201398
EG,201398,3356
EG,201398,3549
