CC,Source,Target
CO,19429,3603
CO,1239,3816
CO,3816,7087
CO,3816,7315
CO,3816,8026
CO,3816,8163
CO,19731,3816
CO,21578,3816
CO,22368,3816
CO,26605,3816
CO,27753,3816
CO,27921,3816
CO,27992,3816
CO,3816,52256
CO,12956,3816
CO,13489,5722
CO,14080,5722
CO,27805,5722
CO,18747,7087
CO,13489,7195
CO,27921,7315
CO,12956,7315
CO,19429,8026
CO,10299,23520
CO,10299,52320
CO,10620,14080
CO,10620,18739
CO,11237,3549
CO,11581,19429
CO,1239,13489
CO,1299,13489
CO,13489,1916
CO,13489,2603
CO,13489,3216
CO,13489,3292
CO,13489,3303
CO,13489,4181
CO,13489,4589
CO,13489,5769
CO,13489,6079
CO,13489,6453
CO,13489,6939
CO,13489,8218
CO,13489,8359
CO,13489,8657
CO,13489,8928
CO,13489,9002
CO,13489,9304
CO,10026,13489
CO,11039,13489
CO,11666,13489
CO,12989,13489
CO,13030,13489
CO,13489,13618
CO,13489,14361
CO,13489,14840
CO,13489,16559
CO,13489,16735
CO,13489,18678
CO,13489,19151
CO,13489,20080
CO,13489,20485
CO,13489,26605
CO,13489,27695
CO,13489,27805
CO,13489,27817
CO,13489,27831
CO,13489,27989
CO,13489,36351
CO,13489,41095
CO,13489,43531
CO,13489,52247
CO,13489,52334
CO,13489,52456
CO,13489,52720
CO,13489,61467
CO,13489,262206
CO,13489,262220
CO,1239,14080
CO,1299,14080
CO,14080,2914
CO,14080,3257
CO,14080,6453
CO,14080,22453
CO,14080,26611
CO,14080,26619
CO,14080,27663
CO,14080,27731
CO,14080,27855
CO,14080,28039
CO,14080,28070
CO,14080,52258
CO,14080,52269
CO,14080,52494
CO,14080,262158
CO,14080,262226
CO,14080,262245
CO,14080,263191
CO,14080,263680
CO,14080,27817
CO,14080,28513
CO,14187,7908
CO,14187,19429
CO,14187,23520
CO,14664,18747
CO,18678,3491
CO,12956,18678
CO,13335,18678
CO,18678,18747
CO,18678,19429
CO,18678,22698
CO,18678,22724
CO,18678,23059
CO,18678,26596
CO,18678,26619
CO,18678,27650
CO,18678,27668
CO,18678,27765
CO,18678,27803
CO,18678,27837
CO,18678,27845
CO,18678,27921
CO,18678,27941
CO,18678,27951
CO,18678,27975
CO,18678,27992
CO,18678,28032
CO,18678,28083
CO,18678,262186
CO,18678,263195
CO,18678,23520
CO,18678,52320
CO,18678,262589
CO,174,19429
CO,1239,19429
CO,19429,3356
CO,19429,3549
CO,19429,21578
CO,19429,22368
CO,19429,27855
CO,19429,27937
CO,19429,28039
CO,19429,29754
CO,19429,52330
CO,19429,262214
CO,19429,262261
CO,19429,263210
CO,19429,23520
CO,19429,52320
CO,19429,57731
CO,21578,27817
CO,22698,3549
CO,22698,23520
CO,26596,27810
CO,26605,27817
CO,1299,26611
CO,23520,26611
CO,23520,26619
CO,27663,3549
CO,23520,27695
CO,27731,3549
CO,18747,27763
CO,262186,27763
CO,27805,52488
CO,23520,27810
CO,20940,27810
CO,27810,52320
CO,27750,27817
CO,16528,27817
CO,27817,27951
CO,27855,52320
CO,27941,3549
CO,27951,3549
CO,23520,27951
CO,27951,52467
CO,23520,27975
CO,27989,3549
CO,26426,27989
CO,23148,27992
CO,12008,27992
CO,27992,58620
CO,28070,3549
CO,23520,28083
CO,28085,3549
CO,23520,28085
CO,3549,52247
CO,3549,52269
CO,3549,52330
CO,3549,52334
CO,52335,7819
CO,23520,52434
CO,23520,52464
CO,3549,52488
CO,262186,61446
CO,3549,61454
CO,3549,61457
CO,23520,61457
CO,262186,61469
CO,23520,262186
CO,262186,52320
CO,262186,262928
CO,262186,263210
CO,23520,262191
CO,23520,262214
CO,174,262215
CO,262215,52320
CO,262215,263691
CO,262220,3549
CO,23520,262226
CO,23520,262245
CO,23520,262263
CO,262928,52320
CO,262929,3549
CO,23520,263191
CO,262182,263202
CO,263227,3549
CO,23520,263227
CO,263680,3549
CO,12956,19429
CO,13489,14080
