CC,Source,Target
JM,10278,3586
JM,3586,54308
JM,10278,10292
JM,10292,35878
JM,10292,393223
JM,10278,11580
JM,11580,30689
JM,11580,33576
JM,10278,22306
JM,22306,30689
JM,23520,30689
JM,15068,30689
JM,30689,40143
JM,2914,33576
JM,33576,6453
JM,17149,33576
JM,27800,33576
JM,27903,33576
JM,28005,33576
JM,32020,33576
JM,33576,48252
JM,33576,52433
JM,10278,40143
