CC,Source,Target
DO,1239,46198
DO,3356,46198
DO,3549,46198
DO,27896,46198
DO,6400,701
DO,1299,6400
DO,2914,6400
DO,19151,6400
DO,27759,6400
DO,27991,6400
DO,262148,6400
DO,262247,6400
DO,28513,6400
DO,12066,174
DO,12066,6453
DO,12066,27767
DO,12066,28118
DO,12066,262221
DO,12066,263212
DO,12066,263689
DO,12066,23520
DO,23520,27847
DO,27847,27887
DO,174,27887
DO,27887,3303
DO,27887,6939
DO,16735,27887
DO,262178,27887
DO,263212,27887
DO,262221,27896
DO,23148,27991
DO,23520,28053
DO,174,28118
DO,28118,6453
DO,262247,28118
DO,23520,52412
DO,26929,52448
DO,262148,52457
DO,52457,54308
DO,23520,52471
DO,23520,262178
DO,23520,262931
DO,23520,263212
