CC,Source,Target
JE,174,8681
JE,1103,8681
JE,1267,8681
JE,2603,8681
JE,3356,8681
JE,3549,8681
JE,3741,8681
JE,4589,8681
JE,5413,8681
JE,6067,8681
JE,6667,8681
JE,8359,8681
JE,8419,8681
JE,8422,8681
JE,8426,8681
JE,8468,8681
JE,8607,8681
JE,8681,8943
JE,8681,9002
JE,12350,8681
JE,12779,8681
JE,12859,8681
JE,13173,8681
JE,13237,8681
JE,14537,8681
JE,15412,8681
JE,19151,8681
JE,20485,8681
JE,25091,8681
JE,25160,8681
JE,29208,8681
JE,29611,8681
JE,29636,8681
JE,30844,8681
JE,31133,8681
JE,31500,8681
JE,33891,8681
JE,34288,8681
JE,34497,8681
JE,36351,8681
JE,37100,8681
JE,39202,8681
JE,39792,8681
JE,41095,8681
JE,41695,8681
JE,41811,8681
JE,42708,8681
JE,43531,8681
JE,43538,8681
JE,50300,8681
JE,56730,8681
JE,56805,8681
JE,58223,8681
JE,61143,8681
JE,197094,8681
JE,202109,8681
JE,174,60725
JE,3356,60725
JE,3491,60725
JE,3549,60725
JE,4323,60725
JE,4739,60725
JE,4826,60725
JE,60725,6762
JE,60725,7575
JE,60725,8657
JE,10026,60725
JE,11271,60725
JE,12956,60725
JE,24093,60725
JE,36149,60725
JE,38193,60725
JE,38809,60725
JE,58511,60725
JE,10131,60725
JE,12491,60725
JE,17893,60725
JE,21042,60725
JE,37281,60725
JE,37406,60725
JE,38077,60725
JE,38800,60725
JE,38875,60725
JE,45168,60725
JE,45193,60725
JE,58460,60725
JE,132789,60725
JE,197094,8680
JE,201306,3303
