CC,Source,Target
SL,36928,8657
SL,36928,37418
SL,36928,37456
SL,327816,36928
SL,36988,60171
SL,3491,37164
SL,37164,9498
SL,37208,60171
SL,3491,37449
SL,37449,9163
SL,37449,41847
