CC,Source,Target
GH,15825,29614
GH,29340,6453
GH,29340,29614
GH,1273,29614
GH,29614,3209
GH,29614,8657
GH,10798,29614
GH,29614,32021
GH,29614,33786
GH,29614,37032
GH,29614,37047
GH,29614,37074
GH,29614,37087
GH,29614,37232
GH,29614,37263
GH,29614,37304
GH,29614,37313
GH,29614,37320
GH,29614,37373
GH,29614,37392
GH,29614,36994
GH,29674,37534
GH,29674,36994
GH,30982,30986
GH,30986,33780
GH,30986,36900
GH,30986,37032
GH,30986,37255
GH,30988,30997
GH,24890,30997
GH,30997,35091
GH,30997,37087
GH,30997,37012
GH,36961,37304
GH,36961,37282
GH,37012,5511
GH,12491,37012
GH,37012,37212
GH,37012,37237
GH,37012,37613
GH,37030,37282
GH,262206,37030
GH,35091,37087
GH,12491,37103
GH,37103,37613
GH,3491,37140
GH,37140,9498
GH,37073,37140
GH,30988,37162
GH,30988,37212
GH,37216,37613
GH,37148,37232
GH,2905,37255
GH,16637,37255
GH,37282,37313
GH,37148,37341
GH,24890,37373
GH,30988,37373
GH,37148,37534
GH,37613,5511
GH,37613,8657
GH,20598,37613
GH,35091,37613
GH,37106,37613
GH,37200,37613
GH,37340,37613
GH,37613,37647
GH,37148,37623
GH,37282,37623
GH,37148,37690
GH,37282,37690
