CC,Source,Target
HT,23520,27653
HT,263685,27653
HT,1239,27759
HT,27759,6400
HT,23520,27759
HT,27759,27774
HT,27759,52243
HT,27759,52297
HT,263685,27759
HT,27759,57731
HT,12066,27767
HT,1299,52260
HT,23520,52260
