CC,Source,Target
MN,45204,4850
MN,55805,9484
MN,45204,9789
MN,45204,9934
MN,55805,9934
MN,58439,9934
MN,10076,45204
MN,10109,45204
MN,10219,56194
MN,10219,45204
MN,17882,55408
MN,17882,45204
MN,20485,24320
MN,24496,45204
MN,24559,45204
MN,38008,45204
MN,38038,45204
MN,38051,45204
MN,38218,55805
MN,38805,45204
MN,38818,45204
MN,38869,45204
MN,174,45204
MN,45204,553
MN,1103,45204
MN,1267,45204
MN,1764,45204
MN,3252,45204
MN,3267,45204
MN,3333,45204
MN,3356,45204
MN,45204,6777
MN,45204,6939
MN,45204,8283
MN,45204,8359
MN,45204,8426
MN,45204,8447
MN,45204,8468
MN,45204,8492
MN,45204,8596
MN,45204,9002
MN,45204,9189
MN,45204,9304
MN,10026,45204
MN,12637,45204
MN,12779,45204
MN,12859,45204
MN,12989,45204
MN,13030,45204
MN,13237,45204
MN,15435,45204
MN,20080,45204
MN,20485,45204
MN,20562,45204
MN,20640,45204
MN,20764,45204
MN,20932,45204
MN,24989,45204
MN,25091,45204
MN,25160,45204
MN,25220,45204
MN,28917,45204
MN,29076,45204
MN,29140,45204
MN,29208,45204
MN,30132,45204
MN,30844,45204
MN,31019,45204
MN,31025,45204
MN,31133,45204
MN,31500,45204
MN,33891,45204
MN,34288,45204
MN,36351,45204
MN,37100,45204
MN,39792,45204
MN,39912,45204
MN,42708,45204
MN,44953,45204
MN,45204,45237
MN,45204,48166
MN,45204,50300
MN,45204,50304
MN,45204,50763
MN,45204,51185
MN,45204,55342
MN,45204,55801
MN,45204,55805
MN,45204,56293
MN,45204,58598
MN,45204,58625
MN,45204,58726
MN,45204,59354
MN,133453,45204
MN,200130,45204
MN,202018,45204
MN,45509,55805
MN,174,55805
MN,4809,55805
MN,36408,55805
MN,55805,58406
MN,56301,58439
MN,4809,58439
MN,133177,58439
MN,16625,45204
MN,16509,45204
MN,20940,45204
MN,2635,45204
MN,31377,45204
