21280,37578
23889,21433
30999,37455
30999,37674
30999,37708
30999,57521
33764,37105
33764,37177
33764,37181
36868,37708
37100,9129
37100,10474
37100,12455
37100,15399
37100,19711
37100,22354
37100,24757
37100,25139
37100,30619
37100,31960
37100,33765
37100,33771
37100,33772
37100,36865
37100,36909
37100,36913
37100,36965
37100,37063
37100,37079
37100,37084
37100,37109
37100,37113
37100,37122
37100,37149
37100,37156
37100,37157
37100,37183
37100,37184
37100,37213
37100,37239
37100,37254
37100,37259
37100,37271
37100,37273
37100,37282
37100,37294
37100,37305
37100,37312
37100,37314
37100,37358
37100,37363
37100,37395
37100,37422
37100,37436
37100,37468
37100,37489
37100,37515
37100,37516
37100,37519
37100,37523
37100,37546
37100,37556
37100,37596
37100,37618
37100,37619
37100,37624
37100,37626
37100,37640
37100,37652
37100,37653
37100,37656
37100,37662
37100,37678
37100,37684
37100,37697
37100,38016
37100,38082
37100,38182
37100,38193
37100,38915
37100,39063
37100,39120
37100,39122
37100,39138
37100,39179
37100,39180
37100,39202
37100,39257
37100,39309
37100,39318
37100,39326
37100,39356
37100,39386
37100,39439
37100,39522
37100,39537
37100,39591
37100,39605
37100,39637
37100,39647
37100,39651
37100,39702
37100,39704
37100,39737
37100,39792
37100,39832
37100,39905
37100,39912
37100,39915
37100,39923
37100,39995
37100,40596
37100,40992
37100,40999
37100,41059
37100,41090
37100,41095
37100,41230
37100,41268
37100,41281
37100,41289
37100,41313
37100,41393
37100,41412
37100,41445
37100,41552
37100,41678
37100,41690
37100,41692
37100,41695
37100,41811
37100,41847
37100,41887
37100,41913
37100,42004
37100,42010
37100,42093
37100,42152
37100,42158
37100,42184
37100,42344
37100,42353
37100,42369
37100,42416
37100,42455
37100,42456
37100,42459
37100,42473
37100,42579
37100,42587
37100,42605
37100,42652
37100,42689
37100,42707
37100,42708
37100,42831
37100,42949
37100,42973
37100,43013
37100,43142
37100,43190
37100,43219
37100,43323
37100,43341
37100,43350
37100,43366
37100,43376
37100,43404
37100,43407
37100,43437
37100,43531
37100,43541
37100,43561
37100,43646
37100,43727
37100,43821
37100,43852
37100,43893
37100,43996
37100,44020
37100,44034
37100,44050
37100,44053
37100,44066
37100,44096
37100,44123
37100,44141
37100,44217
37100,44356
37100,44431
37100,44444
37100,44581
37100,44608
37100,44611
37100,44646
37100,44654
37100,44684
37100,44788
37100,44814
37100,44824
37100,44943
37100,44953
37100,44965
37100,44974
37100,44980
37100,44981
37100,45014
37100,45177
37100,45204
37100,45474
37100,45758
37100,46235
37100,46489
37100,46786
37100,47065
37100,47143
37100,47155
37100,47169
37100,47195
37100,47215
37100,47297
37100,47328
37100,47329
37100,47344
37100,47447
37100,47463
37100,47474
37100,47541
37100,47622
37100,47692
37100,47708
37100,47748
37100,47762
37100,47764
37100,47836
37100,47869
37100,47872
37100,47927
37100,47998
