58726,MN
58625,MN
56194,MN
63962,MN
38818,MN
202018,NL
38008,null
134241,MN
133177,MN
56301,MN
38051,MN
45204,MN
56293,MN
24320,MN
17882,MN
36408,US
38038,MN
50300,GB
38218,MN
58598,MN
50304,NO
38869,MN
134074,MN
38805,MN
55408,MN
133453,MN
9934,MN
10219,MN
58439,MN
45237,MN
200130,EU
10076,MN
48166,RU
50763,GB
55805,MN
51185,IT
59354,MN
55801,MN
24496,MN
9484,MN
9789,MN
45509,MN
55342,MN
4850,MN
24559,MN
58406,MN
10109,MN
