3194,62368
3194,201272
21277,39216
21277,51684
21277,56484
21277,62223
21277,196918
21277,197882
21277,198183
21277,198802
21277,200654
39216,3178
39216,34515
39216,49571
39216,50597
39216,51539
39216,57324
39216,57908
39216,59588
39216,62223
39216,198589
39216,200654
39216,200697
39216,200865
39216,201668
44217,3178
44217,3194
44217,34708
44217,36408
44217,47872
44217,48166
44217,50710
44217,51018
44217,51684
44217,56484
44217,57324
44217,57585
44217,57588
44217,58322
44217,133540
44217,197893
44217,198589
44217,198735
44217,198802
44217,200485
44217,201031
44217,201668
50597,35160
50597,48407
50597,50162
50597,50461
50597,57585
50597,57588
50597,57958
50597,58322
50597,58336
50597,59458
50597,59588
50597,60815
50597,60849
50597,62368
50597,199826
50597,200929
50597,202055
50710,39216
50710,50162
50710,52059
50710,62338
50710,200939
50710,202055
51018,51539
56484,197893
56484,198735
57324,60145
57324,201272
57588,42705
57588,198666
60929,50597
60929,56484
60929,57324
197882,201145
