Source,Target
2607,6855
2607,8778
2607,12905
2607,16160
2607,21019
2607,25373
2607,29208
2607,29405
2607,31117
2607,31127
2607,35328
2607,42005
2607,42841
2607,43451
2607,44185
2607,49044
2607,49115
2607,50128
2607,50953
2607,51947
2607,56349
2607,56656
2607,56800
2607,200771
6855,5628
6855,25496
6855,30898
6855,34443
6855,34462
6855,34521
6855,41318
6855,42826
6855,48907
6855,49044
6855,49115
6855,50881
6855,51947
6855,57788
6855,197642
6855,201841
6855,201997
8778,8257
8778,8290
8778,12426
8778,24791
8778,31679
8778,42826
8778,56656
8778,56800
8778,60296
8778,201702
12905,16367
12905,24744
12905,44234
12905,56747
15962,20581
15962,39574
15962,56356
15962,56937
16160,8620
16160,20579
16160,21019
16160,24980
16160,25373
16160,29208
16160,35476
16160,39456
16160,39854
16160,49659
16160,50128
16160,56937
16160,57801
16160,57865
16160,59548
16160,198543
16160,201603
20581,57716
20581,60895
24744,58275
25373,29208
25496,202224
29208,8778
29208,31117
29208,35328
29208,42841
29208,44185
29405,31117
29405,35328
29405,38949
29405,43451
29405,44631
29405,47483
29405,48133
29405,50881
29405,50953
29405,56349
29405,56955
29405,57865
29405,58328
29405,59477
29405,201702
31117,8887
31117,16006
31117,31127
31117,51653
31117,51947
31117,56933
31117,58044
31117,58130
31117,58275
31117,60791
31117,201890
34820,6658
34820,56800
34820,57547
35328,60895
38949,12905
38949,21019
38949,34820
38949,44185
38949,48473
38949,56800
38949,57414
38949,60533
38949,60585
39574,24744
42005,48689
42005,50128
42005,51013
42005,51653
42005,57801
42841,44001
44185,48304
48326,57051
49115,35493
49115,56656
50128,57801
51653,39455
51653,57547
51653,59848
51947,16006
56349,201603
56926,60829
