3225,25122
3225,29237
3225,47519
3225,60992
3225,199869
6412,29357
6412,35181
6412,42781
6412,47589
6412,196921
6412,198392
6412,199616
9155,16060
9155,29029
9155,29357
9155,39504
9155,41890
9155,43184
9155,47589
9155,49104
9155,51914
9155,56680
9155,61089
9155,196921
9155,199526
21050,31488
21050,39682
21050,41890
21050,42606
21050,42642
21050,43158
21050,43184
21050,49205
21050,51080
21050,52081
21050,56680
21050,56753
21050,57714
21050,57719
21050,196635
21050,196921
21050,201756
42781,39504
42781,39682
42781,41890
42781,42642
42781,43080
42781,43158
42781,49104
42781,50774
42781,51080
42781,52081
42781,57278
42781,57714
42781,61089
42781,198019
42781,199526
42781,199729
42781,199869
43852,21050
43852,25242
43852,29357
43852,35181
