4134,4538
4134,4809
4134,4812
4134,4813
4134,4816
4134,4835
4134,4837
4134,4847
4134,7497
4134,9394
4134,9808
4134,9929
4134,17633
4134,17638
4134,17785
4134,17799
4134,17883
4134,17897
4134,17923
4134,23650
4134,23724
4134,23839
4134,24151
4134,37943
4134,38057
4134,38283
4134,45095
4134,56005
4134,58461
4134,58466
4134,58519
4134,58539
4134,58540
4134,58541
4134,58542
4134,58543
4134,63835
4134,133774
4134,133775
4134,133776
4538,4789
4538,4839
4538,4840
4538,4843
4538,7497
4538,9406
4538,18011
4538,23910
4538,23911
4538,23912
4538,37965
4538,38587
4538,55990
4538,133475
4808,7638
4808,7641
4808,9298
4808,9802
4808,9803
4808,9805
4808,9807
4808,9810
4808,9811
4808,9814
4808,10212
4808,17431
4808,17772
4808,17781
4808,18239
4808,18240
4808,18241
4808,18245
4808,23844
4808,24134
4808,24147
4808,24151
4808,24406
4808,24416
4808,24430
4808,24495
4808,37942
4808,37957
4808,37963
4808,37970
4808,38027
4808,38358
4808,38375
4808,38380
4808,38381
4808,45071
4808,45075
4808,45083
4808,45084
4808,45087
4808,45888
4808,55468
4808,55963
4808,55966
4808,55971
4808,55973
4808,55982
4808,56002
4808,56003
4808,56006
4808,56012
4808,56013
4808,56015
4808,58448
4808,58536
4808,58811
4808,58850
4808,58866
4808,59023
4808,59029
4808,59073
4808,63696
4809,4812
4809,4837
4809,4847
4809,17638
4809,23724
4809,37958
4809,38378
4809,45102
4809,58466
4809,58517
4809,58518
4809,58519
4809,58520
4809,58879
4809,131320
4809,133731
4809,133952
4811,45090
4811,59019
4812,4811
4812,4815
4812,9812
4812,9939
4812,10212
4812,17428
4812,17739
4812,17775
4812,23853
4812,24424
4812,24427
4812,38342
4812,38375
4812,38379
4812,38381
4812,45061
4812,45079
4812,45086
4812,55956
4812,55994
4812,56000
4812,56001
4812,56292
4812,58536
4812,58850
4812,59035
4812,133475
4813,10212
4813,17428
4813,23848
4813,45090
4813,59049
4816,37963
4835,24151
4837,4538
4837,4789
4837,4808
4837,4859
4837,7497
4837,9306
4837,9308
4837,9389
4837,9808
4837,9812
4837,9929
4837,17430
4837,17621
4837,17622
4837,17623
4837,17816
4837,17968
4837,17969
4837,18243
4837,18344
4837,23771
4837,23851
4837,24139
4837,24143
4837,37937
4837,37963
4837,38057
4837,45062
4837,45113
4837,55986
4837,59009
4837,59010
4837,133118
4837,133119
4847,7640
4847,7641
4847,9298
4847,9306
4847,9308
4847,9389
4847,9395
4847,9801
4847,9803
4847,9805
4847,9807
4847,9809
4847,9810
4847,9811
4847,9814
4847,9939
4847,10212
4847,17429
4847,17781
4847,17964
4847,17969
4847,18118
4847,18239
4847,18245
4847,23844
4847,24134
4847,24147
4847,24151
4847,24424
4847,24430
4847,24495
4847,37937
4847,37942
4847,37957
4847,37965
4847,37970
4847,38027
4847,38356
4847,38366
4847,38367
4847,38375
4847,38380
4847,38381
4847,45071
4847,45075
4847,45077
4847,45087
4847,45100
4847,45110
4847,45888
4847,55468
4847,55960
4847,55963
4847,55966
4847,55971
4847,55982
4847,56002
4847,56003
4847,56006
4847,56012
4847,56013
4847,56015
4847,56292
4847,58811
4847,58866
4847,59008
4847,59050
4847,59073
4847,63691
7497,17430
7497,17964
7497,18245
7497,23844
7497,23911
7497,24134
7497,24151
7497,24420
7497,37958
7497,37965
7497,38345
7497,38364
7497,58841
7497,59089
9394,24138
9394,37981
9394,38341
9394,38370
9394,45057
9394,45069
9394,63711
9401,23911
9535,55515
9808,24059
9808,24311
9808,24400
9808,24409
9808,24444
9808,24445
9808,24547
9808,38019
9808,56040
9808,56041
9808,56042
9808,56046
9808,56047
9808,56048
9808,132525
9814,18241
9929,4808
9929,17622
9929,17623
9929,17816
9929,17962
9929,18242
17428,9308
17431,17964
17431,23844
17431,24403
17431,37941
17621,9814
17621,10212
17621,17430
17621,17739
17621,17775
17621,23853
17621,24141
17621,24427
17621,37963
17621,37965
17621,38342
17621,38363
17621,38379
17621,38381
17621,45079
17621,45080
17621,45086
17621,55956
17621,55958
17621,56000
17621,58850
17621,59065
17622,9391
17622,9939
17622,17490
17622,58998
17623,17428
17623,17430
17623,17962
17623,23842
17623,23848
17623,37963
17623,37965
17623,45101
17623,59049
17633,17773
17633,24143
17633,59009
17638,17430
17638,17964
17638,23840
17638,23841
17638,45090
17785,24137
17816,38372
17816,58844
17816,58859
17897,17968
18118,10212
18118,17775
18118,23771
23650,55998
23724,9308
23724,17966
23724,37958
23724,37963
23724,38361
23724,38365
23724,45091
23724,55990
23724,56019
23724,56282
23724,59019
23910,23911
23910,24348
23910,24575
23911,24489
24138,23844
24138,37958
24151,55439
24348,24409
24400,9812
24400,38363
24400,38379
24400,59035
24445,24137
24445,56005
24490,24489
24547,24422
37963,24406
38283,58536
38340,24413
45587,9814
45587,17430
45587,23853
45587,38379
45587,45110
56040,58536
56042,132510
56048,38358
56048,55468
56048,55963
56048,58811
56048,59074
58461,18243
58461,37963
58461,45062
58461,59037
58466,45090
132203,45090
133774,58854
17964,17816
9394,9808
4538,4134
17621,4837
24400,9808
4808,4837
9394,24138
9394,4808
24400,4538
17621,4538
9808,4134
17964,4808
4837,4134
4808,9803
17964,4134
4808,4538
9803,17816
4837,9808
4837,4538
56040,9808
4847,4134
4789,4538
9394,4789
17964,4847
38585,23910
4808,17431
9808,4538
4812,4134
