AS      | CC | Registry | Allocated  | AS Name
31298   | BG | ripencc  | 2004-04-07 | SSTECH-AS-NUMBER Smart Software Technologies Ltd.,BG
313     | US | arin     |            | DNIC-ASBLK-00306-00371 - DoD Network Information Center,US
3130    | US | arin     |            | RG-BIWA - RGnet, LLC,US
31302   | RU | ripencc  | 2004-04-08 | TSRV-AS Telecomservice Ltd,RU
31303   | IR | ripencc  | 2004-04-08 | NIOC-AS National Iranian Oil Company,IR
31304   | PL | ripencc  | 2004-04-08 | ESPOL-AS Espol Sp. z o. o.,PL
31305   | UA | ripencc  | 2004-04-08 | ALBA-ISP DKM Ltd,UA
31306   | PL | ripencc  | 2004-04-08 | ASN-INFONET-GZE TAURON Obsluga Klienta Sp. z o.o.,PL
31307   | TR | ripencc  | 2004-04-08 | YKYATIRIM Yapi Kredi Yatirim Menkul Degerler A.S.,TR
31309   | BE | ripencc  | 2004-04-13 | NMV-AS New Media Ventures BVBA,BE
31310   | PL | ripencc  | 2004-04-13 | PL-AXIT-AS Axit Sp. z o.o.,PL
31313   | RO | ripencc  | 2004-04-13 | STS Serviciul de Telecomunicatii Speciale,RO
31314   | RU | ripencc  | 2004-04-13 | DGS-AS Digital-Service LLC,RU
31315   | PL | ripencc  | 2004-04-13 | VWFSAG-AS VOLKSWAGEN BANK POLSKA S.A.,PL
31317   | DE | ripencc  | 2015-05-19 | ANSCHLUSSWERK AnschlussWerk GmbH,DE
31319   | IT | ripencc  | 2004-04-14 | ESTRACOM-AS ESTRACOM SPA,IT
3132    | PE | lacnic   |            | Red Cientifica Peruana,PE
31321   | RU | ripencc  | 2004-04-14 | STARTELECOMSPB-AS Startelecom Severo-Zapad JSC,RU
31323   | RU | ripencc  | 2004-04-14 | UNNET-AS United Networks Ltd.,RU
31324   | RU | ripencc  | 2015-05-19 | MPT-AS Ministry of industry and trade of the Russian Federation,RU
31326   | RU | ripencc  | 2004-04-15 | MTR-SVIAZ-AS JSC MTR-Sviaz,RU
31328   | FR | ripencc  | 2004-04-15 | SCHNEIDER-AS SCHNEIDER ELECTRIC INDUSTRIES SAS,FR
31331   | SE | ripencc  | 2004-04-15 | LINNEA Logica Norr AB,SE
31332   | ES | ripencc  | 2004-04-16 | INDUSTRIA-DE-TURBO-PROPULSORES-AS Industria de Turbo Propulsores S.A.,ES
31333   | DE | ripencc  | 2004-04-16 | VOLLMAR-AS vollmar.net GmbH,DE
31334   | DE | ripencc  | 2004-04-19 | KABELDEUTSCHLAND-AS Kabel Deutschland Vertrieb und Service GmbH,DE
31336   | RU | ripencc  | 2004-04-19 | TFRUSTEL-AS LLC Telecommunication Company Region Telecom,RU
31337   | SE | ripencc  | 2004-02-18 | ELEET-AS ELEET Networks,SE
31338   | RU | ripencc  | 2004-03-08 | MTS-UZBEKISTAN MTS PJSC,RU
3134    | US | arin     |            | USAID-ASN - U.S. Agency for International Development,US
31341   | ES | ripencc  | 2004-04-20 | CAJAESPANA-AS Caja Espana de Inversiones Salamanca Y Soria Caja de Ahorros y Monte de Piedad,ES
31342   | DE | ripencc  | 2004-04-20 | EU-CLANOTOPIA Alvotech GmbH,DE
31343   | UA | ripencc  | 2004-04-20 | INTERTELECOM Intertelecom Ltd,UA
31344   | RU | ripencc  | 2004-04-20 | IPPE-AS Federal State Unitary Enterprise _State Scientific Center of Russian Federation Institute of Physics and Power Engineering of A.I. Leylunskiy_,RU
31345   | GB | ripencc  | 2004-04-20 | MAGISTRAL2-AS Business Network JV,GB
31346   | ES | ripencc  | 2004-04-20 | DDOL-AS Datadec Online S.A.,ES
31347   | UA | ripencc  | 2004-04-20 | PORTAONE-AS Porta One-Chernihiv Ltd,UA
31348   | DE | ripencc  | 2004-04-20 | NACURA-AS nacura it-SERVICE GmbH & Co. KG,DE
31349   | CZ | ripencc  | 2015-05-18 | A-NET a-net Liberec s.r.o.,CZ
31350   | UA | ripencc  | 2004-04-21 | ITM-AS Private enterprise ITM,UA
31352   | DE | ripencc  | 2004-04-22 | MAINOVA-AS Mainova AG,DE
31353   | RU | ripencc  | 2004-04-22 | PTT-AS PJSC Rostelecom,RU
31354   | RO | ripencc  | 2004-04-23 | IWAVE-AS IWAVE SOLUTIONS SRL,RO
31357   | RU | ripencc  | 2004-04-23 | TOMICA-AS Tomsk Information and Consulting Agency,RU
31359   | RU | ripencc  | 2004-04-26 | FORATEC-AS OJSC _Vimpelcom_,RU
3136    | US | arin     |            | STATE-OF-WISCONSIN-AS1 - State of WI Dept. of Administration,US
31360   | UA | ripencc  | 2004-04-26 | UITC-AS Private Joint-Stock Company _INTER TV-CHANNEL_,UA
31361   | AT | ripencc  | 2004-04-26 | UNIT-IT-AS unit-IT Dienstleistungs GmbH & Co KG,AT
31364   | RU | ripencc  | 2004-04-26 | INTELBI-AS Closed Joint Stock Company TransTeleCom,RU
31365   | TR | ripencc  | 2004-12-16 | SGSTELEKOM SGS Telekom Autonomous System,TR
31367   | FR | ripencc  | 2004-04-27 | NEO-CUST Neo Telecoms S.A.S.,FR
31368   | RU | ripencc  | 2004-04-27 | ASTELNET-AS Astelnet Ltd.,RU
31369   | BG | ripencc  | 2004-04-27 | NSSI-AS National Social Security Institute,BG
31370   | RU | ripencc  | 2004-04-27 | MOSLINE-AS OOO Montaj Telecom Service,RU
31371   | DE | ripencc  | 2004-04-27 | WISSENSCHAFTSLADEN-AS Wissenschaftsladen Dortmund e.V.,DE
31372   | PL | ripencc  | 2004-04-27 | BEW BE&W Agencja Fotograficzna Sp. z o.o.,PL
31375   | FR | ripencc  | 2004-04-28 | RELOUFR-AS ANTOINE VERSINI,FR
31376   | RU | ripencc  | 2004-04-28 | SMART-AS Smart Telecom Limited,RU
31378   | UA | ripencc  | 2010-07-21 | MEDIA-INET-AS Media Internet Technologies LTD,UA
31379   | RU | ripencc  | 2004-04-28 | FPF-AS Federal Agency for State Property Management,RU
31381   | PL | ripencc  | 2004-04-29 | WSIZ-AS Wyzsza Szkola Informatyki i Zarzadzania,PL
31382   | AT | ripencc  | 2004-04-29 | KAPSCH-AS Kapsch BusinessCom AG,AT
31383   | NL | ripencc  | 2004-04-29 | NEDERLANDNET-AS Computel Standby BV,NL
31386   | ES | ripencc  | 2004-05-03 | ATCANET-AS ASOCIACION TECNICA CAJAS DE AHORROS, A.I.E,ES
31387   | UA | ripencc  | 2004-05-03 | BRIVARIS-AS OOO Stalnet,UA
31388   | UA | ripencc  | 2011-03-29 | ASNVPCONNECT NVP-Connect Ltd.,UA
31390   | LB | ripencc  | 2015-05-18 | BRAVENETLB BRAVENET SARL,LB
31391   | IL | ripencc  | 2004-05-04 | ISOC-IL-AS Israel Internet Association,IL
31392   |    | ripencc  |            | -Reserved AS-,ZZ
31393   | DK | ripencc  | 2004-05-04 | DK-INBODAN-AS IDdesign A/S,DK
31394   | AT | ripencc  | 2004-05-04 | NEMOX-NET-AS nemox.net,AT
31398   | GB | ripencc  | 2004-05-05 | NEC-EU-AS NEC Europe Ltd,GB
31399   | DE | ripencc  | 2004-05-05 | DAIMLER-AS Daimler Autonomous System,DE
3140    | US | arin     |            | TJHSST-AS - The Thomas Jefferson High School for Science and Tech.,US
31400   | DE | ripencc  | 2004-05-06 | ACCELERATED-IT Accelerated IT Services GmbH,DE
31401   | PT | ripencc  | 2004-05-06 | SICAMSERV Credito Agricola Servicos - Centro de Servicos Partilhados, ACE,PT
31402   | GB | ripencc  | 2004-05-06 | BLUESQUARE Rank Digital Limited,GB
31403   | IT | ripencc  | 2004-05-06 | INVA-AS IN.VA._s Autonomous System,IT
31404   | GB | ripencc  | 2004-05-06 | LYCATEL-AS LYCATEL DISTRIBUTION UK LIMITED,GB
31408   | PS | ripencc  | 2012-01-31 | ORANGE-PALESTINE Orange Palestine Group Co. for Technological Investment Joint Stock Private Company,PS
31409   | PL | ripencc  | 2004-05-10 | SELTELECOM-NET Sel Telecom S.A.,PL
3141    | MX | lacnic   |            | Benemerita Universidad Autonoma de Puebla,MX
31410   | IS | ripencc  | 2004-05-10 | SIMAFELAGID-GLOBAL-AS Simafelagid ehf,IS
31411   | IE | ripencc  | 2004-05-10 | ORG-ICGP1-RIPE-AS Irish Continental Group Plc data centre,IE
31412   | PL | ripencc  | 2004-05-10 | SMTVSAT-ASTRAL-AS STOWARZYSZENIE MILOSNIKOW TELEWIZJI SATELITARNEJ ASTRAL,PL
31413   | PT | ripencc  | 2004-05-10 | UNICER-AS Unicer Bebidas SA,PT
31415   | RU | ripencc  | 2004-05-11 | SVSCOMM-AS SVS Communication,RU
31416   | SA | ripencc  | 2004-05-11 | APPTEC-NETWORK Applied Technologies Co,SA
31417   | IL | ripencc  | 2004-05-11 | MIVTACH-SIMON-AS Mivtach Simon Insurance Agencies Ltd,IL
31418   | ES | ripencc  | 2004-05-11 | SOGECABLE-ES-AS SOGECABLE S.A.,ES
3142    | US | arin     |            | DORSAI - The Dorsai Embassy,US
31420   | BG | ripencc  | 2004-05-11 | TERASYST-AS Terasyst Ltd,BG
31421   | RU | ripencc  | 2010-07-21 | YUG-SVYAZ-SERVICE-AS Yug Sviaz Service Ltd,RU
31422   | GB | ripencc  | 2004-05-11 | AONUK-AS AON UK LIMITED,GB
31423   | PL | ripencc  | 2004-05-11 | PROMAX-AS Przedsiebiorstwo _PROMAX_ Spolka Jawna Zofia Formanek-Mroczkowska Wieslaw Okroj,PL
31424   | CH | ripencc  | 2004-05-13 | NEXELLENT-AS nexellent ag,CH
31425   | RU | ripencc  | 2004-05-13 | FORATEC-AS OJSC _Vimpelcom_,RU
31427   | UA | ripencc  | 2004-05-14 | KHARTRON-AS TOV VTP Khartron Elektrosvyaz,UA
31428   | ES | ripencc  | 2004-05-14 | LOGISTA-ES-AS Compania De Distribucion Integral Logista, SA,ES
31430   | RU | ripencc  | 2004-05-14 | TEL-NET-AS Closed joint-stock company _Telecommunication company TEL_,RU
31431   | PL | ripencc  | 2004-05-17 | INTERCARS Inter Cars SA,PL
31432   |    | ripencc  |            | -Reserved AS-,ZZ
31434   | PL | ripencc  | 2004-05-18 | WINKOWSKI-NET-POLAND-AS _QUAD/WINKOWSKI_ sp.z o.o.,PL
31435   | BG | ripencc  | 2004-05-18 | MEDICOM-BG MEDICOM BULGARIA OOD,BG
31437   | UA | ripencc  | 2007-08-08 | PUIG LTD _Persha Ukrainska informatsiyna gruppa_,UA
31438   | DE | ripencc  | 2004-05-18 | SWMR-AS Citynet Marburg, Stadtwerke Marburg GmbH,DE
31439   | AT | ripencc  | 2004-05-19 | TTG-AS OOe Tourismus Technologie GmbH,AT
3144    | US | arin     |            | PINNACLE - Pinnacle On-Line,US
31440   | BG | ripencc  | 2004-05-19 | DSK-AS DSK Bank EAD,BG
31441   | IS | ripencc  | 2004-05-19 | GR-AS Gagnaveita Reykjavikur ehf,IS
31443   | GR | ripencc  | 2004-05-21 | BNB-AS Theodosios Rouselis & AFOI O.E.,GR
31444   | RU | ripencc  | 2004-05-21 | SEANET-AS SeaExpress Ltd.,RU
31445   | GB | ripencc  | 2004-05-21 | Fiberax Networking&Cloud LTD,GB
31447   | UA | ripencc  | 2010-07-12 | SOFTRATING-AS Soft-Rating Consult ltd.,UA
31448   | UA | ripencc  | 2004-05-21 | NU-UA-AS Public organisation _Fund of the regional initiatives _GART_,UA
31449   | BE | ripencc  | 2004-05-21 | AS31449 BELCENTER SPRL,BE
3145    | US | arin     |            | WESTPUB-AS - West Publishing Corporation,US
31450   | DE | ripencc  | 2004-06-01 | CCD1-AS Consorsbank,DE
31452   | BH | ripencc  | 2004-05-21 | MTC-VB-AS MTC-Vodafone Bahrain,BH
31454   | RO | ripencc  | 2006-08-08 | FLANCO-AS FLANCO RETAIL SA,RO
31457   | AT | ripencc  | 2004-05-24 | EOS-AS EOS Data Systems GmbH,AT
31459   | GB | ripencc  | 2004-05-24 | BBC-RD-AS BBC,GB
31460   | BG | ripencc  | 2004-05-24 | UNIKAL Unikal - N.Nikolov Ltd,BG
31461   | CZ | ripencc  | 2004-05-24 | MORAVIA-IT-AS Moravia IT, a.s.,CZ
31462   | RU | ripencc  | 2004-05-24 | ABSOLUTBANK-AS Absolut Bank (PAO),RU
31463   | GB | ripencc  | 2004-05-24 | FOURD-AS 4D Data Centres Ltd,GB
31466   | RU | ripencc  | 2004-05-25 | LANTAN-CS-AS JSC LANTAN-CS,RU
31467   | IT | ripencc  | 2004-05-25 | ARCASGR-AS Arca SGR S.p.A.,IT
31468   | UA | ripencc  | 2004-05-25 | AVTOZAZ-AS ZAT Z Inozemnou Investiceu _Zaporizkii Avtomobilebudivnii Zavod_,UA
3147    | US | arin     |            | US-BANCORP - U.S. BANCORP,US
31470   | RU | ripencc  | 2004-05-25 | CHEMK-AS OJSC Chelyabinsk Electric-Metallurgical Kombinat,RU
31471   | TR | ripencc  | 2004-05-25 | FINTEK-AS FINTEK Finansal Teknoloji Hizmetleri A.S.,TR
31472   | GB | ripencc  | 2012-03-12 | VOICEHOST VoiceHost Ltd,GB
31473   | AT | ripencc  | 2004-05-26 | BEARINGPOINT-MANAGED-AS Infonova GmbH,AT
31474   | GB | ripencc  | 2004-05-26 | MTV-UK-AS MTV Networks Europe,GB
31475   | UA | ripencc  | 2006-08-15 | METROCOM-AS ISP _Fregat_ Ltd.,UA
31476   | IR | ripencc  | 2004-05-26 | MORVA-AS Morva System Company,IR
31477   | NL | ripencc  | 2004-05-26 | DUOCAST-AS Duocast B.V.,NL
31479   | ES | ripencc  | 2004-05-26 | IPORIUM IPORIUM NETWORKS AS,ES
31480   | RU | ripencc  | 2004-05-26 | GLOBAL-TS-AS Global Telesystems Inc.,RU
31481   | DE | ripencc  | 2004-05-26 | TOYOTA-TIS-AS TOYOTA Informations Systeme GmbH,DE
31483   | RU | ripencc  | 2009-09-21 | DELTA-TELECOM-URAL-AS Delta-Telecom Ltd.,RU
31484   | RU | ripencc  | 2004-05-26 | DIRECT-TELECOM-AS OOO Direct Telecom,RU
31487   | GB | ripencc  | 2004-05-27 | VARTECONLINE VarTec Telecom UK Ltd,GB
31488   | KW | ripencc  | 2006-08-07 | AIWAGULF Aiwagulf,KW
31489   | UA | ripencc  | 2004-05-27 | PIB-AS ProminvestBank,UA
31490   | BG | ripencc  | 2015-05-13 | NETIX-MGMT-AS NetIX Communications Ltd.,BG
31492   | UZ | ripencc  | 2004-05-27 | UZSCI-AS Uzbek Scientific & Education Network,UZ
31493   | GB | ripencc  | 2004-05-27 | TWENTYTWENTYMEDIA-AS TWENTYTWENTYMEDIA LIMITED,GB
31494   | RU | ripencc  | 2004-05-27 | INFOSETI-AS Joint Stock Company _Infonet_,RU
31495   | IT | ripencc  | 2004-05-28 | TELERETE-AS Telerete Nordest s.r.l.,IT
31496   | RU | ripencc  | 2004-05-28 | ATNET-AS PJSC Rostelecom,RU
31497   | PT | ripencc  | 2004-05-28 | CMVM-PT-AS Comissao do Mercado de Valores Mobiliarios,PT
31498   | DE | ripencc  | 2004-05-28 | KAERCHER-AS Alfred Karcher GmbH & Co. KG,DE
31499   | RU | ripencc  | 2004-05-28 | YCC-AS +-------------------------------------------------------,RU
31500   | RU | ripencc  | 2004-05-28 | GLOBALNET-AS JSC GLOBALNET,RU
31501   | RU | ripencc  | 2004-06-01 | SPBTELEPORT-AS Closed Joint Stock Company TransTeleCom,RU
31504   | UA | ripencc  | 2004-06-01 | NETSOFT-AS NETSOFT LTD,UA
31505   | PL | ripencc  | 2004-06-01 | DUNA-AS Przedsiebiorstwo Produkcyjno-Uslugowo-Handlowe _Duna_ Dunaj Piotr,PL
31507   | SE | ripencc  | 2004-06-01 | SERVANET-AS ServaNet ISP Multihomed Internet Service,SE
31509   | GB | ripencc  | 2004-06-02 | W2NETWORKING Ask4 Limited,GB
31510   | AT | ripencc  | 2004-06-02 | IKB-AS Innsbrucker Kommunalbetriebe AG,AT
31511   | BE | ripencc  | 2004-06-02 | B-RAIL-BE-AS Infrabel NV van publiek recht,BE
31512   | RU | ripencc  | 2004-06-02 | LOGICA-AS JSC Logica,RU
31514   | RU | ripencc  | 2004-06-03 | INF-NET-AS LLC _Multiscan_,RU
31515   | GB | ripencc  | 2004-06-03 | INMARSAT INMARSAT GLOBAL LIMITED,GB
31517   | DE | ripencc  | 2004-06-04 | SKODA-AS SkodaAuto Deutschland GmbH,DE
31518   | DE | ripencc  | 2004-06-04 | NDR-AS Norddeutscher Rundfunk,DE
31519   | LV | ripencc  | 2004-06-04 | VOICECOM-AS SIA _ECO NETWORKS_,LV
3152    | US | arin     |            | FNAL-AS - Fermi National Accelerator Laboratory (Fermilab),US
31521   | DE | ripencc  | 2004-06-04 | DOM-AS DOM Digital Online Media GmbH,DE
31522   | BG | ripencc  | 2004-06-04 | BTV-BG Balkan News Corporation EAD,BG
31525   | KZ | ripencc  | 2012-10-01 | SATTI-ZHULDYZ-AS Satti Telecom Ltd.,KZ
31527   | BG | ripencc  | 2004-06-07 | TELEPOL-AS TELEPOL Ltd.,BG
31528   | PL | ripencc  | 2004-06-07 | BOSBANK-AS Bank Ochrony Srodowiska SA,PL
31529   | DE | ripencc  | 2004-06-07 | DENIC-ANYCAST-AS DENIC eG,DE
31530   | DE | ripencc  | 2004-06-07 | DWL-NET ISP-Solution Unternehmergesellschaft (haftungsbeschrankt),DE
31531   | UA | ripencc  | 2004-06-07 | POINT-AS TOV Point,UA
31533   | NL | ripencc  | 2009-08-07 | NUON-ETRM N.V. Nuon Energy Trade & Wholesale,NL
31534   | BG | ripencc  | 2004-06-08 | ING-BANK-AS ING Bank N.V. - Sofia Branch,BG
31535   | GB | ripencc  | 2004-06-08 | IDESTA-AS Vidgital Ltd,GB
31537   | NL | ripencc  | 2004-06-08 | REFORMATORISCHDAGBLAD-AS Erdee Media BV,NL
31539   |    | ripencc  |            | -Reserved AS-,ZZ
31540   | PL | ripencc  | 2004-06-09 | AQUANET-PL Aquanet S.A.,PL
31541   | TR | ripencc  | 2004-06-09 | DIGITURK Krea Icerik Hizmetleri ve Produksiyon A.S,TR
31542   | UA | ripencc  | 2004-06-09 | OMEGAAUTO Trade Industrial Company Omega-Avtopostavka Ltd,UA
31543   | AT | ripencc  | 2004-06-09 | MYNET-AS myNET Internet Solutions,AT
31545   | SI | ripencc  | 2004-06-09 | SLOVENICA-AS Adriatic Slovenica Zavarovalna druzba d.d.,SI
31546   | RO | ripencc  | 2011-11-09 | NORMA-AS _NORMA TELECOM_ S.R.L.,RO
31547   | GB | ripencc  | 2004-06-10 | MCK-EUROPE-AS McKinsey & Company Inc United Kingdom,GB
31549   | IR | ripencc  | 2004-06-10 | RASANA Aria Shatel Company Ltd,IR
31550   | DE | ripencc  | 2004-06-10 | DYCKERHOFF-AS Dyckerhoff AG,DE
31552   | RU | ripencc  | 2015-05-13 | BRSC-AS OJSC Bashkir register of social cards,RU
31554   | RO | ripencc  | 2004-06-11 | ALTFEL SC Almsoft Computers SRL,RO
31555   | FR | ripencc  | 2004-06-11 | GROUPEMIT-AS Neo Telecoms S.A.S.,FR
31556   | UA | ripencc  | 2004-06-11 | ARKADAX-AS _ARKADA-X_ Ltd.,UA
31557   | MD | ripencc  | 2004-06-11 | IGT-MOLD-NET-AS _IGT Communications_ S.R.L,MD
31558   | RU | ripencc  | 2006-07-10 | ZGTK-AS MTS PJSC,RU
31559   | CZ | ripencc  | 2011-12-20 | ASHORACKO Zdenek Soucek,CZ
31560   | UA | ripencc  | 2004-06-11 | INSOURCE FOP Loginov Andrey Vyacheslavovich,UA
31561   | UA | ripencc  | 2004-06-11 | PITLINE-AS _Pitline Ltd_,UA
31562   | GB | ripencc  | 2004-06-11 | OPENMARKET OpenMarket Limited,GB
31563   | GR | ripencc  | 2004-06-14 | HNMS-AS National Meteorological Service,GR
31564   | FR | ripencc  | 2004-06-14 | HEXAGLOBE-AS HEXAGLOBE SAS,FR
31565   | GB | ripencc  | 2004-06-14 | SSSL-AS Symantec Limited,GB
31566   | RU | ripencc  | 2011-02-04 | ASSKYNETWORK SkyNetwork Ltd.,RU
31568   | SE | ripencc  | 2004-06-14 | ALVNET Alvnet Network,SE
31570   | IT | ripencc  | 2004-06-14 | BENTEC-AS Benind Spa,IT
31572   | DE | ripencc  | 2004-06-14 | PHOTONIUM-AS Photonium NetSolutions GmbH,DE
31573   | PL | ripencc  | 2004-06-15 | MM-LOGISTIK-AS ET Logistik Sp. z.o.o,PL
31574   | SE | ripencc  | 2004-06-15 | SE-BGC-AS Bankgirocentralen BGC AB,SE
31575   | RU | ripencc  | 2004-06-15 | MIET National Research University of Electronic Technology,RU
31576   | FR | ripencc  | 2006-01-17 | MOGEIX Association Gixe,FR
31577   | ES | ripencc  | 2004-06-15 | PRORED ProRed Comunicaciones Autonomous System,ES
31578   | IL | ripencc  | 2004-06-15 | MAGIC-SOFTWARE-IL-AS Magic-Software-Enterprises-Ltd,IL
31579   | GR | ripencc  | 2004-06-15 | SANDB-AS S&B Industrial Minerals S.A.,GR
31581   | HU | ripencc  | 2004-06-15 | KOPINT-AS National Infocommunications Service Company Limited by Shares,HU
31584   | SE | ripencc  | 2004-06-17 | CASCO-AS Akzo Nobel Nederland B.V.,SE
31585   | RU | ripencc  | 2004-06-17 | ASN-COLTEL JSC _Columbia-Telecom_,RU
31587   | LB | ripencc  | 2015-07-07 | AHN AHN s.a.r.l,LB
31588   | RU | ripencc  | 2004-06-17 | ASN-STKNET JSC SVYAZTELEKOM, Magnitogorsk, Russia,RU
31589   | DE | ripencc  | 2004-06-17 | ZSTAL-AS Zaporizhstal Integrated Iron & Steel Works JSC,DE
31590   | DK | ripencc  | 2004-06-18 | RACKHOSTING-AS Rackhosting.com ApS,DK
31591   | FR | ripencc  | 2004-06-18 | EDATIS-AS Edatis SAS,FR
31592   | CH | ripencc  | 2004-06-18 | KERNEN Thomas Kernen,CH
31593   | UA | ripencc  | 2004-06-18 | BLACKSEA TV Company _Black Sea_ Ltd,UA
31595   | GB | ripencc  | 2004-06-18 | AWELL-WIRELESS-AS AwellConnected.Com,GB
31596   | DE | ripencc  | 2004-06-21 | WPPS-AS Ogilvy & Mather Deutschland GmbH,DE
31599   | PL | ripencc  | 2004-06-21 | RIMCO Rimco Ryszard Slomczynski,PL
316     | US | arin     |            | DNIC-ASBLK-00306-00371 - DoD Network Information Center,US
3160    | CZ | ripencc  | 2012-04-25 | ASLUMIUS Lumius, spol. s r.o.,CZ
31600   | RU | ripencc  | 2004-06-21 | CERAMICA-AS OOO Viano,RU
31604   | PL | ripencc  | 2004-06-22 | INTERTELE-AS Intertele S.A.,PL
31605   | RO | ripencc  | 2004-06-22 | CANALS-AS Canal S SRL,RO
31606   | RO | ripencc  | 2004-06-22 | ARTRADE-AS TELEDATANET SRL,RO
31608   | PL | ripencc  | 2004-06-22 | GAWEX-AS Gawex Media sp. z o. o.,PL
31609   | RO | ripencc  | 2004-06-22 | TELESON-AS SC Teleson SRL,RO
31611   | IT | ripencc  | 2004-06-22 | ABILENE-AS Abilene Net Solutions S.r.l.,IT
31612   | BE | ripencc  | 2004-06-22 | AGFA-AS AGFA GEVAERT NV,BE
31614   | DE | ripencc  | 2004-06-23 | ECB-AS European Central Bank,DE
31615   | NL | ripencc  | 2004-06-23 | TMO-NL-AS T-mobile Netherlands bv.,NL
31617   | IT | ripencc  | 2004-06-24 | SALVIX-AS Salvix S.r.l.,IT
31618   | FR | ripencc  | 2004-06-24 | UTC-AS United Technologies International Operations Inc,FR
31619   | EG | afrinic  | 2007-09-20 | CITYSTARS-AS,EG
31620   | RU | ripencc  | 2004-06-24 | EXPOCENTR-AS JSC Expocentr,RU
31621   | PL | ripencc  | 2004-06-24 | QXL-NET-POLAND-AS Grupa Allegro Sp. z o.o.,PL
31624   | NL | ripencc  | 2004-06-25 | VFMNL-AS Verotel International B.V.,NL
31626   | RU | ripencc  | 2004-06-25 | ZVITELECOM-AS OOO _ZVI Telecom_,RU
31627   | ES | ripencc  | 2004-06-25 | SERMEPA-ES-AS Servicios Para Medios De Pago S.A.,ES
31628   | PL | ripencc  | 2004-06-25 | ROBBO-AS Robbo Computer Sp. z o.o.,PL
31629   | FR | ripencc  | 2004-06-25 | LOREAL-AS LOREAL SA,FR
31632   | GB | ripencc  | 2004-06-28 | OAG-AS OAG Aviation WorldWide Limited,GB
31633   | UA | ripencc  | 2007-02-26 | LANTELECOM-AS PP Lan-Telecom,UA
31634   | SE | ripencc  | 2004-06-28 | HEMAB Sundsvall Energi Elnat AB, ServaNet,SE
31635   | FR | ripencc  | 2004-06-28 | SLIB-AS SLIB,FR
31636   | DE | ripencc  | 2004-06-29 | ASHENKEL-AT Henkel AG & Co KGaA,DE
31637   | GB | ripencc  | 2004-06-29 | MECUK-AS WPP Group Technology Services,GB
31638   | IT | ripencc  | 2004-06-29 | ASN-LEPIDA Lepida S.p.A.,IT
31639   | FI | ripencc  | 2015-05-08 | NEUTECH-ANYCAST K&T Neutech Oy,FI
3164    | RO | ripencc  | 2012-04-25 | EXIMTUR-AS EXIMTUR SRL,RO
31640   | GB | ripencc  | 2004-06-29 | CITYLIFELINE-AS City LifeLine Limited,GB
31641   | GB | ripencc  | 2004-06-29 | BYTEL-AS Bytel Ltd,GB
31642   | SE | ripencc  | 2004-06-29 | VARNAMO-ENERGI Varnamo Energi AB,SE
31643   | RU | ripencc  | 2004-06-29 | GES-AS Gorodskaya elektronnaya svyaz Ltd,RU
31644   | SE | ripencc  | 2004-06-29 | NEAB-ETANET-AS Norrtelje Energi AB,SE
31645   | TR | ripencc  | 2004-06-29 | TEKFENBANK-AS EUROBANK TEKFEN A.S,TR
31646   | PL | ripencc  | 2004-06-30 | ASN-WSHE Akademia Humanistyczno-Ekonomiczna w Lodzi,PL
31649   | RU | ripencc  | 2004-06-30 | RIPN-FDNS-RU-NYC ROSNIIROS Russian Institute for Public Networks,RU
3165    | PL | ripencc  | 2012-04-25 | PTLANET-AS Przedsiebiorstwo Telekomunikacyjne LANET sp. z o.o.,PL
31651   | BE | ripencc  | 2004-07-01 | INTERXION-BE-TRANSIT-AS Interxion Belgium NV.,BE
31653   | ES | ripencc  | 2004-07-02 | FILNET-AS Filnet Serveis i Comunicacions, SL,ES
31654   | TR | ripencc  | 2004-07-02 | BTINTERNATIONAL-AS VODAFONE NET ILETISIM HIZMETLERI ANONIM SIRKETI,TR
31655   | GB | ripencc  | 2004-07-02 | ASN-GAMMATELECOM Gamma Telecom AS,GB
31656   | RU | ripencc  | 2004-07-02 | EMNET EmNet Ltd,RU
31658   | PL | ripencc  | 2004-07-05 | EURON Euron Sp. z o.o,PL
31659   | GB | ripencc  | 2004-07-05 | BELOW-ZERO Below Zero Hosting Ltd.,GB
3166    | SE | ripencc  | 2012-04-26 | OREBRO Orebro Kommun,SE
31660   | FR | ripencc  | 2004-07-05 | PIXTEL-AS PIXTEL,FR
31661   | DK | ripencc  | 2004-07-05 | COMX ComX Networks A/S,DK
31662   | CH | ripencc  | 2004-07-05 | KNSURSELVA aurax connecta AG,CH
31664   | UA | ripencc  | 2004-07-06 | UNETCOM-AS PE Unetcom,UA
31665   | GB | ripencc  | 2004-07-06 | INVESCO-AS Invesco UK Ltd.,GB
31667   | GB | ripencc  | 2013-05-17 | FRESHACCESS-AS Fresh Access LTD,GB
