Source,Target,Type
5639,701,Undirected
1239,5639,Undirected
3561,5639,Undirected
11947,5639,Undirected
27789,5639,Undirected
263222,5639,Undirected
5639,6762,Undirected
23520,5639,Undirected
11947,17149,Undirected
174,26317,Undirected
26317,2828,Undirected
26317,61478,Undirected
23520,27665,Undirected
14813,27665,Undirected
15344,27665,Undirected
27665,27789,Undirected
27665,27800,Undirected
27665,46408,Undirected
27665,46650,Undirected
263222,27665,Undirected
17149,27789,Undirected
27800,52398,Undirected
27800,33576,Undirected
174,27924,Undirected
27924,6453,Undirected
23148,27924,Undirected
27924,61478,Undirected
52502,54308,Undirected
