Source,Target,Type
174,37094,Undirected
37094,6774,Undirected
37094,57731,Undirected
174,37203,Undirected
2905,37410,Undirected
16637,37410,Undirected
37557,5511,Undirected
174,37560,Undirected
16150,37560,Undirected
37560,50304,Undirected
37560,42708,Undirected
