6057,1797
6057,6939
6057,7303
6057,12989
6057,14234
6057,14840
6057,16397
6057,20121
6057,20255
6057,22548
6057,28000
6057,28138
6057,28220
6057,28294
6057,28303
6057,28329
6057,28571
6057,36351
6057,41095
6057,52241
6057,52610
6057,52720
6057,52752
6057,52888
6057,53001
6057,53070
6057,53175
6057,53237
6057,61447
6057,262354
6057,262394
6057,262750
6057,262757
6057,263047
19422,14234
19422,18667
19422,28000
19422,52366
19422,61442
20002,14234
20002,18667
20002,52241
20002,52366
20255,52241
20255,52366
20255,61442
27750,1797
27750,3597
27750,11340
27750,20312
27750,27807
27750,27817
27750,27841
27750,27929
27750,52470
27750,54308
27848,52376
28000,52224
28001,28138
28001,28220
28001,28294
28001,28303
28001,28571
28001,52610
28001,52720
28001,52752
28001,52888
28001,53001
28001,53070
28001,53175
28001,53237
28001,262354
28001,262394
28001,262750
28001,262757
