Source,Target,Type
174,3790,Undirected
1239,3790,Undirected
3356,3790,Undirected
3549,3790,Undirected
11830,3790,Undirected
13441,3790,Undirected
15084,3790,Undirected
16973,3790,Undirected
27973,3790,Undirected
28022,3790,Undirected
28050,3790,Undirected
28086,3790,Undirected
28108,3790,Undirected
28110,3790,Undirected
3790,52228,Undirected
3790,52263,Undirected
3790,52289,Undirected
3790,52342,Undirected
3790,52450,Undirected
3790,52463,Undirected
262145,3790,Undirected
262149,3790,Undirected
262152,3790,Undirected
262171,3790,Undirected
262252,3790,Undirected
263220,3790,Undirected
263696,3790,Undirected
263698,3790,Undirected
11830,174,Undirected
11830,1239,Undirected
11830,3356,Undirected
11830,3549,Undirected
11830,3573,Undirected
11830,4983,Undirected
11830,15084,Undirected
11830,19447,Undirected
11830,27973,Undirected
11830,52342,Undirected
11830,52385,Undirected
11830,52408,Undirected
11830,52423,Undirected
11830,52429,Undirected
11830,52450,Undirected
11830,52463,Undirected
11830,262152,Undirected
11830,23520,Undirected
16973,20299,Undirected
16973,23520,Undirected
27876,52408,Undirected
262145,27876,Undirected
27876,27908,Undirected
27908,2828,Undirected
27908,4436,Undirected
27908,32787,Undirected
28022,3549,Undirected
23520,28022,Undirected
263696,28022,Undirected
28022,52468,Undirected
20299,28050,Undirected
28050,52263,Undirected
20299,28086,Undirected
28108,3549,Undirected
25761,28110,Undirected
28110,28317,Undirected
28110,32421,Undirected
20299,28317,Undirected
28317,52263,Undirected
3549,52228,Undirected
52228,6762,Undirected
23520,52228,Undirected
263232,52228,Undirected
52228,52468,Undirected
23520,52263,Undirected
263246,52263,Undirected
20299,52325,Undirected
20299,52342,Undirected
20299,52356,Undirected
262242,52356,Undirected
262184,52385,Undirected
20299,52392,Undirected
20299,52395,Undirected
20299,52408,Undirected
20299,52423,Undirected
25761,52423,Undirected
32421,52423,Undirected
27750,52470,Undirected
263683,52470,Undirected
262242,52476,Undirected
263698,52476,Undirected
25761,61464,Undirected
20299,61479,Undirected
20299,262145,Undirected
20299,262149,Undirected
20299,262171,Undirected
262171,32421,Undirected
20299,262184,Undirected
262184,52468,Undirected
262184,57731,Undirected
262197,262206,Undirected
262202,3549,Undirected
12956,262202,Undirected
12222,262202,Undirected
262202,263232,Undirected
262241,3549,Undirected
23520,262241,Undirected
262242,52245,Undirected
262242,52468,Undirected
262242,263248,Undirected
262244,31863,Undirected
20299,263248,Undirected
263248,263698,Undirected
23520,263698,Undirected
263713,52468,Undirected
2828,3790,Undirected
20299,3790,Undirected
