Source,Target,Type
25543,6453,Undirected
25543,6713,Undirected
25543,37073,Undirected
25543,37163,Undirected
25543,29544,Undirected
25543,29571,Undirected
22351,37073,Undirected
37073,37140,Undirected
37163,8513,Undirected
3491,37577,Undirected
37577,9498,Undirected
29571,37577,Undirected
25543,8346,Undirected
