20571,FI
43937,EE
8419,GB
8881,DE
6774,BE
8220,GB
20577,GB
8741,DE
8121,US
8319,DE
6871,GB
34224,BG
36236,US
33891,DE
62567,US
12859,NL
12996,NO
28836,NL
49544,NL
8422,DE
20811,IT
8218,FR
20634,LI
20773,DE
29314,PL
29517,NO
29518,SE
43350,NL
62357,FI
8308,PL
33886,SE
3292,DK
29033,GB
8309,FR
20640,DE
51164,FI
7342,US
12713,GR
12715,ES
199659,GB
33941,GB
197517,EE
39704,NL
21414,RU
28917,RU
21413,DE
29141,DE
8763,DE
29006,GB
33873,DE
6894,GB
20931,FI
8304,FR
20932,CH
58209,NL
15133,US
14492,US
199524,AT
8859,DE
8442,DE
41242,FI
12874,IT
34541,FI
28716,IT
12871,NL
28717,DK
8447,AT
46786,US
8851,GB
15933,DE
8426,GB
20562,NL
29154,FI
47329,PL
46489,US
29017,GB
6079,US
20569,FI
29014,DE
51188,FI
719,FI
24167,TW
51185,IT
50603,FI
27471,US
14361,US
12989,NL
20764,RU
20804,PL
20940,US
29404,DE
16509,US
200996,FI
112,US
48618,FI
43382,FI
35407,LV
8469,DE
8468,GB
8641,RU
13005,GB
20857,NL
41913,CH
12897,DE
13002,RU
9304,HK
20676,DE
8365,DE
13101,DE
8368,BE
3238,FI
41808,FI
199508,FI
13285,GB
14537,CA
32590,US
33843,DE
39637,NL
42122,FI
39737,RO
41701,FI
8624,FI
16245,DK
35706,SE
39098,FI
50763,GB
8829,FI
25885,US
29550,GB
9583,IN
8359,RU
27552,US
7385,US
39632,EE
20860,GB
13272,EE
50629,DE
13122,GB
9318,KR
34309,DE
13276,FI
34305,NL
29527,GB
50290,FI
8075,US
43958,EE
62586,US
50296,FI
29838,US
50292,GB
8812,FI
29834,US
2129,GB
36351,US
7270,US
29422,FI
34442,GB
13127,NL
20799,GB
20798,FI
8717,BG
13124,BG
3274,FI
10848,US
50986,SE
8608,NL
8607,GB
43948,SE
8804,DE
16228,FI
8473,SE
20847,NL
565,FI
13768,US
29432,FI
8918,NL
200087,FI
8708,RO
35432,CY
3267,RU
39662,FI
60970,FI
29791,US
39665,FI
8928,GB
42605,DE
21171,NO
32421,US
43821,NL
39242,FI
41753,SE
9143,NL
42016,EE
30798,FI
47195,DE
42885,FI
198964,FI
10158,KR
9145,DE
198737,FI
49802,FI
9044,CH
8492,RU
53276,US
13249,UA
39194,FI
12929,NO
12659,FI
39193,FI
29644,IE
9153,GB
199087,FI
197595,SE
21366,FI
13054,DE
41747,FI
39257,DE
19151,US
9150,NL
42973,GB
9050,RO
13243,NO
32613,CA
31644,SE
13445,US
35742,SE
21490,FI
50168,SE
13237,DE
6805,DE
44981,GB
21195,SE
39783,NO
4181,US
198859,FI
39787,NO
39857,FI
21396,GB
32748,US
49826,FI
3221,EE
14413,US
41878,AX
199480,FI
47264,GB
39651,SE
12779,IT
58003,FI
40191,CA
39792,RU
10282,US
13037,GB
44839,EE
12902,NL
48077,GB
49232,SE
3327,EE
60156,FI
790,FI
13030,CH
31529,DE
29093,FI
16353,GB
31661,DK
21385,DE
9031,BE
39591,NL
42708,SE
199339,NO
13170,FI
16302,FI
6724,DE
29611,GB
8966,AE
41164,NO
2603,NO
13189,SE
47541,RU
41993,FI
13213,GB
59650,FI
8262,BG
21473,DE
6830,AT
13184,DE
20473,US
199486,FI
29066,DE
21478,NL
9002,UA
21336,DE
197541,SE
8972,DE
9505,TW
47447,DE
12306,DE
6730,CH
6735,DE
9009,GB
28788,NL
6839,FI
52170,FI
41369,FI
6834,DK
1759,FI
12757,EE
12611,DE
13194,LT
6939,US
13193,FR
11383,US
28883,FI
12414,NL
15703,NL
20485,RU
29073,NL
29601,FI
47143,GB
41884,SE
32934,US
29075,FR
41561,FI
9680,TW
12552,SE
13069,NO
764,FI
1741,FI
61177,FI
13335,US
9119,SI
202178,GB
44034,SE
42621,FI
12931,DE
132016,SG
41692,PL
20495,NL
21099,GB
41690,FR
24482,SG
12322,FR
32787,US
8282,GB
6908,GB
41695,GB
15830,GB
60414,FI
39029,NO
29636,IE
6900,DE
9120,DK
202180,FI
6717,GB
41095,NL
12731,DE
60015,GB
1738,FI
20904,FI
1739,FI
49572,GB
12312,DE
34106,NL
8001,US
39138,DE
8002,US
21348,FI
39699,FI
52056,FI
60294,DE
198936,FI
21201,NO
34934,GB
50503,FI
62024,EE
12337,DE
48156,FI
12330,FI
51088,NL
60616,FI
59725,EE
25220,DE
43531,GB
15527,FI
47732,FI
50304,NO
201557,FI
24642,NL
47525,EE
39912,AT
49669,GB
12124,US
198024,FI
12348,DE
37282,NG
5645,CA
21219,UA
48166,RU
199122,FI
201964,FI
49282,FI
31027,DK
49762,FI
51765,FI
15435,NL
50108,FI
42689,GB
12480,DE
15533,GB
49866,FI
21011,UA
198514,FI
34746,GB
15542,NL
197000,EU
41648,FI
21221,NL
43792,FI
31400,DE
15743,DE
24752,FI
15600,CH
48993,GB
24751,FI
12355,DE
30740,GB
48173,DE
51691,FI
44611,GB
44123,SE
42652,DE
9193,NL
199903,GB
25542,NL
31019,NL
34610,SE
30880,SE
23393,US
25152,EU
25213,FI
10310,US
41552,NL
42252,FI
25148,NO
12041,CA
201991,FI
61138,GB
31216,FR
15412,GB
36944,ZA
2586,FI
9189,DE
56900,FI
43646,FR
34729,EE
13414,US
15557,FR
31500,RU
198872,FI
25562,GB
201070,FI
201172,FI
25560,DE
15765,NO
15766,GB
29293,FI
15763,DE
24940,DE
29686,DE
12578,LV
25074,DE
39342,FI
12582,FI
12389,RU
44506,FI
31334,DE
30081,US
25473,SE
29282,FI
24931,GB
196881,GB
31477,NL
201321,EE
30754,FI
9066,DE
201599,FI
9063,DE
45629,TH
25160,GB
21250,SE
57066,FI
44824,GB
35574,IT
15773,GB
29695,NO
21293,NO
25577,GB
30950,NO
25061,GB
31449,BE
43893,SE
30094,US
12399,DE
24713,FI
30781,FR
201057,FI
201056,FI
21263,DE
50420,FI
12496,GB
21267,GB
198443,FI
44654,NO
43692,FI
12390,GB
30844,GB
199800,EE
11403,US
34066,GB
22691,US
39324,FI
30827,GB
25596,NL
198047,GB
38082,TH
15659,NO
24724,PL
49604,EE
21949,CA
196862,FI
24910,GB
42297,FI
47605,FI
23148,US
30978,FI
15516,DK
25182,NL
41412,DE
25459,NL
201038,EE
197191,FI
16097,DE
31042,RS
16095,DK
61231,GB
25180,GB
25310,GB
39326,GB
198243,FI
34087,NO
201422,FI
61340,FI
50384,GB
50245,CZ
8676,GB
34273,FI
16086,FI
31950,US
40596,US
8674,SE
29396,NL
33801,FI
42303,SE
54219,US
37100,MU
34177,FR
14610,US
24989,DE
20504,NL
50585,FI
34387,FI
8681,JE
57664,FI
4589,GB
42472,EE
11666,CA
51941,FI
8683,GB
30914,GB
57976,EU
16273,FI
29240,FI
16276,FR
34288,CH
35320,UA
34188,FI
29243,FI
34384,FI
50572,SE
200444,FI
45010,FI
8551,IL
8553,GB
20886,DE
28908,SE
51935,FI
16065,NL
6677,IS
57692,FI
35017,GB
16265,NL
8648,DE
23197,CA
24961,DE
24963,FR
5420,FI
31383,NL
1267,IT
48463,GB
34790,GB
15692,GB
51701,SE
25291,DE
42459,BG
42456,FR
8560,DE
200052,GB
6667,FI
14803,US
8657,PT
51319,FI
16150,SE
200651,RO
29266,DK
43996,NL
200656,FI
51311,FI
15496,FI
30132,US
8767,DE
31122,IE
48403,FI
197930,FI
42540,FI
51468,DK
42343,FI
16186,NO
51728,FI
1248,FI
17451,ID
56478,GB
15879,NL
1342,FI
5580,NL
57732,FI
44581,SE
61395,FI
33915,NL
31133,RU
51726,FI
49059,FI
29208,SK
35366,DE
200124,GB
1234,FI
8781,QA
375,FI
24875,NL
16175,NO
51473,FI
26496,US
34245,IE
34655,HU
50821,SE
27257,US
15447,NL
8596,AT
15169,US
56595,GB
36408,US
197115,FI
8896,NO
8897,GB
8403,GB
20618,DK
22822,US
31252,MD
50314,FR
34263,FI
15598,DE
49079,SE
25394,DE
25391,FI
35382,FI
24895,FI
35914,US
196655,FI
